_id,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,SchemeType,RightToReply,Distance,NewRatingPending,links,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,geocode.longitude,geocode.latitude,meta.dataSource,meta.extractDate,meta.itemCount,meta.returncode,meta.totalCount,meta.totalPages,meta.pageSize,meta.pageNumber
66d5ec0091af0299a2232dc6,293772,0,PI/000002585,The Nuance Group (UK) Limited,Retailers - other,4613,Duty Free Shop Passenger Terminal,London City AirportRoyal DocksLondon,,,E16 2PX,,5,fhrs_5_en-gb,2017-07-17T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4649.188825980348,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/293772'}]",0,0,0,0.047966,51.504112,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2232f8e,294523,0,PI/000015222,Jet Centre,Restaurant/Cafe/Canteen,1,London City Airport,Royal Docks London,,,E16 2PJ,,5,fhrs_5_en-gb,2022-02-11T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4649.48586971274,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/294523'}]",0,0,0,0.0405181497335434,51.5048065185547,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2232f8f,294616,0,PI/000016269,Caffè Nero,Restaurant/Cafe/Canteen,1,London City Airport Airside Departure Lounge,Royal Docks London,,,E16 2PJ,,5,fhrs_5_en-gb,2021-11-12T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4649.485929427517,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/294616'}]",5,5,0,0.040518,51.504808,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233233,1427985,0,PI/000037871,Mv Sunborn Yacht Hotel,Hotel/bed & breakfast/guest house,7842,Western Gateway,Royal Victoria Dock,,,E16 1XL,,5,fhrs_5_en-gb,2021-11-19T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.0981296859945,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1427985'}]",5,5,5,0.027107,51.50817,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a223343e,934211,0,PI/000030457,Good Hotel London,Other catering premises,7841,Western Gateway Royal Victoria Dock,Floating Platform next to Emirates Cable Car,,,E16 1FA,,5,fhrs_5_en-gb,2021-07-16T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.415301460256,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/934211'}]",5,5,5,0.01792,51.507681,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a223345f,1392440,0,PI/000037382,La Nonna lina,Other catering premises,7841,Dock Road,London,Charlton,,E16 1AG,,4,fhrs_4_en-gb,2021-10-01T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.4320658321685,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1392440'}]",0,10,5,0.0157549995929003,51.5059814453125,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233462,558640,0,PI/000024155,Wake Up Docklands Limited,Other catering premises,7841,Western Beach Royal Victoria Docks,London,Charlton,,E16 1AG,,5,fhrs_5_en-gb,2018-11-05T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.432926312135,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/558640'}]",0,0,0,0.015742,51.505992,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233641,1498024,0,PI/000038347,MV Venus Clipper,Other catering premises,7841,Trinity Buoy Wharf,Orchard Place,,,E14 0JY,,5,fhrs_5_en-gb,2022-02-25T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.747348950763,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1498024'}]",0,0,0,0.00890800673629534,51.507771887145,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a223366f,1090017,0,PI/000033472,MV Moon clipper,Other catering premises,7841,Thames Clippers 3rd flr Clippers House,Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-09-25T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805001170512,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090017'}]",0,0,0,0.0078159999102354,51.5082588195801,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233670,1090020,0,PI/000033476,MV Typhoon clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090020'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233672,1090021,0,PI/000033477,MV Monsoon clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090021'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233673,1090023,0,PI/000033479,MV Jupiter clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090023'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233674,1090019,0,PI/000033475,MV Tornado clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-05-02T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090019'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233675,1090022,0,PI/000033478,MV Meteor clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090022'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233676,1090027,0,PI/000033483,MV Cyclone clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090027'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233677,1090018,0,PI/000033473,MV Mercury clipper,Other catering premises,7841,Thames Clippers 3rd flr Clippers House,Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805001170512,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090018'}]",0,0,0,0.0078159999102354,51.5082588195801,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233678,1090025,0,PI/000033481,MV Hurricane clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090025'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a2233679,1090028,0,PI/000033484,MV Neptune clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-05-02T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090028'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a223367a,1090024,0,PI/000033480,MV Galaxy clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-05-02T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090024'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a223367b,1090016,0,PI/000033470,MV Sun clipper,Other catering premises,7841,Thames Clippers 3rd flr Clippers House,Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805001170512,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090016'}]",0,0,0,0.0078159999102354,51.5082588195801,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a223367c,293758,0,PI/000002546,Mv Storm Clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2019-01-11T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/293758'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a223367d,1090026,0,PI/000033482,MV Aurora clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2021-12-03T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090026'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
66d5ec0091af0299a223367e,1450220,0,PI/000038259,Canary Wharf 1V,Other catering premises,7841,Trinity Buoy Wharf,64 Orchard Place,,,E14 0JY,,5,fhrs_5_en-gb,2022-02-25T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805044246847,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1450220'}]",0,0,0,0.007815,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
